ID_UNIQUE_ESP;X_CODE_PORTE_ESP;X_DIN_UTIL;X_ABR_T_ESP_DIN;X_ABR_CODE_CUS;N_TAUX_ACTIVITE_SAP;N_NB_PERSONNES
9194;AAB 0 26;2.1.A;2-1;BURE;250;4;
9196;AAB 0 38;2.1.B;2-1;BURE;100;4;
9198;AAB 0 48;2.1.A;2-1;BURE;100;2;
9211;AAC 0 26;2.1.A;2-1;BURE;;1;
9212;AAC 0 32;2.1.B;2-1;BURE;150;2;
9233;AAB 1 01;2.1.A;2-1;BURE;100;2;
9234;AAB 1 05;2.1.A;2-1;BURE;;2;
9235;AAB 1 07;2.1.B;2-1;BURE;100;1;
9238;AAB 1 13;2.1.A;2-1;BURE;200;3;
9239;AAB 1 15;2.1.A;2-1;BURE;;2;
9240;AAB 1 17;2.1.A;2-1;BURE;50;2;
9241;AAB 1 19;2.1.A;2-1;BURE;100;1;
9242;AAB 1 21;2.1.A;2-1;BURE;100;1;
9243;AAB 1 23;2.1.A;2-1;BURE;200;2;
9244;AAB 1 25;2.5.B;2-5;BURE;200;2;
9246;AAB 1 35;2.1.A;2-1;BURE;50;2;
9247;AAB 1 37;2.1.A;2-1;BURE;100;3;
9248;AAB 1 39;2.1.A;2-1;BURE;300;3;
9249;AAB 1 41;2.1.A;2-1;BURE;500;8;
9250;AAB 1 43;2.1.A;2-1;BURE;200;3;
9251;AAB 1 45;2.1.A;2-1;BURE;100;1;
9252;AAB 1 47;2.1.B;2-1;BURE;40;1;
9254;AAB 1 08;2.1.A;2-1;BURE;100;5;
9255;AAB 1 10;2.1.A;2-1;BURE;100;4;
9256;AAB 1 14;2.1.A;2-1;BURE;50;3;
9257;AAB 1 18;2.1.A;2-1;BURE;70;1;
9258;AAB 1 22;2.1.A;2-1;BURE;300;3;
9259;AAB 1 26;2.1.A;2-1;BURE;200;2;
9261;AAB 1 36;2.1.A;2-1;BURE;;1;
9262;AAB 1 40;2.1.A;2-1;BURE;400;4;
9263;AAB 1 44;2.1.A;2-1;BURE;300;3;
9264;AAB 1 46;2.1.A;2-1;BURE;100;1;
9279;AAC 1 26;2.1.A;2-1;BURE;100;2;
9302;AAB 2 01;2.2.A;2-2;BURE;1435;25;
9303;AAB 2 31;2.2.A;2-2;BURE;500;5;
9346;MXD 211;2.1.A;2-1;BURE;75;3;
9395;BM 1132;2.1.A;2-1;BURE;300;3;
9402;GC G1 484;2.1.A;2-1;BURE;100;1;
9416;ELB 231;2.1.A;2-1;BURE;200;2;
9417;ELB 232;2.1.A;2-1;BURE;300;3;
9461;BCH 1212;2.1.A;2-1;BURE;300;5;
9464;BCH 1218;4.1.A;4-1;ARCH;180;3;
9471;BCH 1401;2.1.A;2-1;BURE;200;2;
9472;BCH 1402;2.1.A;2-1;BURE;;2;
9473;BCH 1403;2.1.A;2-1;BURE;100;1;
9474;BCH 1404;2.1.A;2-1;BURE;380;4;
9475;BCH 1405;2.1.A;2-1;BURE;100;2;
9502;BCH 1529;2.1.A;2-1;BURE;50;1;
9503;BCH 1530;2.1.A;2-1;BURE;200;2;
9504;BCH 1531;2.1.A;2-1;BURE;100;1;
9505;BCH 1532;2.1.A;2-1;BURE;200;3;
9506;BCH 1533;2.1.A;2-1;BURE;100;2;
9507;BCH 1534;2.1.A;2-1;BURE;100;1;
9508;BCH 1535;2.1.A;2-1;BURE;200;2;
9509;BCH 1536;2.1.A;2-1;BURE;100;1;
9510;BCH 1537;2.1.A;2-1;BURE;100;1;
9511;BCH 1538;2.1.A;2-1;BURE;100;3;
9512;BCH 2109;2.1.A;2-1;BURE;300;4;
9514;BCH 2111;2.1.A;2-1;BURE;100;2;
9516;BCH 2121;3.5.B;3-5;LABO;100;3;
9525;BCH 2401;2.1.A;2-1;BURE;200;5;
9526;BCH 2402;2.1.A;2-1;BURE;100;4;
9527;BCH 2403;2.1.A;2-1;BURE;;1;
9528;BCH 2404;2.1.A;2-1;BURE;;1;
9529;BCH 2405;2.1.A;2-1;BURE;100;2;
9532;BCH 2409;3.5.B;3-5;LABO;400;6;
9533;BCH 2412;3.5.B;3-5;LABO;400;5;
9536;BCH 2419;3.5.B;3-5;LABO;200;2;
9537;BCH 2421;3.5.D;3-5;LABO;200;3;
9540;BCH 3107;2.1.A;2-1;BURE;;2;
9541;BCH 3108;2.1.A;2-1;BURE;100;4;
9543;BCH 3110;2.1.A;2-1;BURE;100;2;
9544;BCH 3111;2.1.A;2-1;BURE;100;2;
9547;BCH 3121;2.2.A;2-2;BURE;480;6;
9549;BCH 3201;3.5.B;3-5;LABO;300;4;
9551;BCH 3109;2.1.A;2-1;BURE;25;1;
9552;BCH 3205;3.5.A;3-5;LABO;100;1;
9554;BCH 3207;3.5.F;3-5;LABO;300;3;
9555;BCH 3209;3.5.F;3-5;LABO;100;1;
9556;BCH 3212;3.5.D;3-5;LABO;200;6;
9557;BCH 3214;3.5.D;3-5;LABO;400;5;
9559;BCH 3220;3.5.F;3-5;LABO;;1;
9564;BCH 3303;2.1.A;2-1;BURE;70;2;
9565;BCH 3305;2.1.A;2-1;BURE;100;2;
9566;BCH 3306;2.1.A;2-1;BURE;80;2;
9567;BCH 3307;2.1.A;2-1;BURE;100;1;
9569;BCH 3310;2.1.A;2-1;BURE;100;2;
9571;BCH 3312;2.1.A;2-1;BURE;50;2;
9572;BCH 3313;2.1.A;2-1;BURE;80;2;
9579;BCH 3407;3.5.B;3-5;LABO;300;3;
9580;BCH 3409;3.5.B;3-5;LABO;400;6;
9582;BCH 3413;3.5.B;3-5;LABO;600;7;
9585;BCH 3422;3.5.F;3-5;LABO;100;2;
9589;BCH 4107;2.1.A;2-1;BURE;100;1;
9590;BCH 4108;2.1.A;2-1;BURE;60;1;
9591;BCH 4109;2.1.A;2-1;BURE;100;1;
9592;BCH 4110;2.1.A;2-1;BURE;300;3;
9593;BCH 4111;2.1.A;2-1;BURE;250;4;
9594;BCH 4118;2.8.A;2-8;BURE;200;4;
9596;BCH 4121;2.8.A;2-8;BURE;200;5;
9597;BCH 4122;2.8.A;2-8;BURE;300;4;
9599;BCH 4201;2.2.A;2-2;BURE;100;2;
9603;BCH 4207;3.5.D;3-5;LABO;400;4;
9604;BCH 4209;3.5.D;3-5;LABO;500;5;
9607;BCH 4218;3.5.C;3-5;LABO;400;5;
9608;BCH 4221;3.5.B;3-5;LABO;223;3;
9613;BCH 4302;2.1.A;2-1;BURE;125;3;
9614;BCH 4303;2.1.A;2-1;BURE;100;2;
9615;BCH 4304;2.1.A;2-1;BURE;60;1;
9616;BCH 4305;2.1.A;2-1;BURE;100;2;
9617;BCH 4306;2.1.A;2-1;BURE;100;2;
9618;BCH 4307;2.1.A;2-1;BURE;100;3;
9621;BCH 4312;2.1.A;2-1;BURE;80;3;
9623;BCH 4401;3.5.D;3-5;LABO;400;4;
9624;BCH 4404;3.5.F;3-5;LABO;300;4;
9626;BCH 4407;3.5.B;3-5;LABO;100;1;
9627;BCH 4409;3.5.D;3-5;LABO;200;3;
9628;BCH 4412;3.5.F;3-5;LABO;300;3;
9629;BCH 4414;3.5.B;3-5;LABO;200;2;
9631;BCH 4418;3.5.B;3-5;LABO;200;2;
9632;BCH 4420;3.5.B;3-5;LABO;200;2;
9639;BCH 5109;2.1.A;2-1;BURE;;1;
9640;BCH 5110;3.5.A;3-5;LABO;100;1;
9641;BCH 5118;2.1.A;2-1;BURE;200;2;
9642;BCH 5121;2.1.A;2-1;BURE;100;2;
9643;BCH 5122;2.1.A;2-1;BURE;90;1;
9646;BCH 5201;3.5.D;3-5;LABO;600;6;
9649;BCH 5207;3.5.D;3-5;LABO;400;6;
9651;BCH 5210;3.5.F;3-5;LABO;100;1;
9652;BCH 5212;3.5.0;3-5;LABO;100;1;
9653;BCH 5213;3.5.D;3-5;LABO;600;7;
9654;BCH 5218;3.5.D;3-5;LABO;300;3;
9655;BCH 5220;3.5.F;3-5;LABO;;1;
9656;BCH 5221;3.5.D;3-5;LABO;300;3;
9659;BCH 5301;2.1.A;2-1;BURE;100;2;
9660;BCH 5302;2.1.A;2-1;BURE;50;2;
9661;BCH 5303;2.1.A;2-1;BURE;50;1;
9662;BCH 5305;2.1.A;2-1;BURE;100;2;
9663;BCH 5306;2.1.A;2-1;BURE;100;4;
9664;BCH 5307;2.1.A;2-1;BURE;100;2;
9667;BCH 5312;2.1.A;2-1;BURE;100;2;
9669;BCH 5401;3.5.A;3-5;LABO;400;5;
9670;BCH 5404;3.5.A;3-5;LABO;;3;
9672;BCH 5407;3.5.A;3-5;LABO;200;2;
9673;BCH 5409;3.5.A;3-5;LABO;100;4;
9674;BCH 5412;3.5.A;3-5;LABO;200;4;
9676;BCH 5418;3.5.A;3-5;LABO;300;6;
9701;CP1 264;4.1.A;4-1;ARCH;80;1;
9705;CP1 268;2.1.A;2-1;BURE;50;3;
9729;CP1 364;4.1.A;4-1;ARCH;180;2;
9745;CP1 464;4.1.A;4-1;ARCH;100;1;
9754;BP 0223;5.3.K;5-3;SACO;380;6;
9768;BP 2120;2.1.A;2-1;BURE;200;2;
9769;BP 2121;2.1.A;2-1;BURE;200;2;
9770;BP 2122;2.1.A;2-1;BURE;100;2;
9771;BP 2233;2.1.A;2-1;BURE;50;1;
9772;BP 2236;2.1.A;2-1;BURE;200;2;
9773;BP 2241;2.1.A;2-1;BURE;50;4;
9774;BP 2242;2.1.A;2-1;BURE;100;3;
9779;BP 3228;2.1.A;2-1;BURE;140;2;
9832;AI 0140;2.1.A;2-1;BURE;280;3;
9839;AI 0231;3.5.K;3-5;LABO;325;4;
9843;AI 0240;2.1.A;2-1;BURE;200;2;
9844;AI 0241;2.1.A;2-1;BURE;100;3;
9889;AI 1206;2.1.B;2-1;BURE;90;1;
9890;AI 1207;2.1.A;2-1;BURE;90;2;
9891;AI 1208;2.1.A;2-1;BURE;60;4;
9950;AI 2112;3.5.0;3-5;LABO;460;8;
9955;AI 2135;3.5.0;3-5;LABO;820;10;
9962;AI 2214;3.5.P1;3-5;LABO;100;1;
10900;AAB 0 04;2.1.A;2-1;BURE;190;2;
11100;ODY 1 04;2.1.A;2-1;BURE;100;3;
12100;BC 116;2.1.A;2-1;BURE;200;4;
12600;BC 304;2.1.A;2-1;BURE;200;3;
14600;GR A0 474;2.1.A;2-1;BURE;100;2;
21300;SV 2528;3.5.0;3-5;LABO;800;10;
24900;RLC D1 650;2.2.A;2-2;BURE;510;6;
27200;PSEB 0.7;2.1.A;2-1;BURE;;3;
27400;ME C1 406;2.1.A;2-1;BURE;300;4;
10089;AI 1125;3.5.G5;3-5;LABO;350;7;
10090;AI 1129;3.5.0;3-5;LABO;400;4;
10091;AI 1131;3.5.0;3-5;LABO;1145;24;
10093;AI 1137;2.1.A;2-1;BURE;200;5;
10094;AI 1140;2.2.A;2-2;BURE;450;7;
10097;AI 1226;3.5.L;3-5;LABO;;1;
10104;AI 1240;2.1.A;2-1;BURE;250;3;
10137;AI 2102;2.2.A;2-2;BURE;1000;13;
10197;AI 3112;3.5.L4;3-5;LABO;200;2;
10245;AI 1133;3.5.0;3-5;LABO;150;3;
10256;AI 2119;3.5.0;3-5;LABO;200;3;
10259;AI 2127;3.5.0;3-5;LABO;470;9;
10270;AI 2240;2.1.A;2-1;BURE;200;3;
10271;AI 2241;2.1.B;2-1;BURE;120;2;
10303;AI 3102;2.2.A;2-2;BURE;560;9;
10394;AI 2123;3.5.0;3-5;LABO;700;7;
10407;AI 3137;2.1.A;2-1;BURE;640;9;
10442;AI 3123;3.5.P1;3-5;LABO;655;10;
10523;SG 0151;2.1.A;2-1;BURE;;1;
10543;AAB 1 33;2.1.A;2-1;BURE;100;3;
10572;GR C1 517;2.1.A;2-1;BURE;200;2;
10573;GR C2 524;2.1.A;2-1;BURE;100;2;
10594;TRIH 0 04;2.1.A;2-1;BURE;;1;
10633;CH A3 445;2.1.A;2-1;BURE;100;2;
10635;CH A3 485;2.1.A;2-1;BURE;250;3;
10715;GC D2 384;2.1.A;2-1;BURE;100;3;
10719;GC A3 515;2.1.A;2-1;BURE;100;2;
10725;PH D0 392;3.4.V;3-4;LABO;100;1;
10734;PH J1 500;2.1.A;2-1;BURE;;1;
10736;PH K1 551;3.4.A;3-4;LABO;100;1;
10737;PH D2 334;2.1.A;2-1;BURE;0;1;
10740;PH D3 324;2.1.A;2-1;BURE;120;2;
10741;PH D3 355;2.1.A;2-1;BURE;100;5;
10742;PH D3 444;2.1.A;2-1;BURE;100;3;
10745;PH C3 474;3.4.A;3-4;LABO;200;2;
10750;LE 1 113;3.3.0;3-3;LABO;245;4;
10751;LE 1 114;3.3.0;3-3;LABO;350;4;
10818;ME C1 391;2.1.A;2-1;BURE;50;1;
10819;ME A1 409;2.1.A;2-1;BURE;100;2;
10823;ME C2 426;2.1.A;2-1;BURE;100;5;
10834;BP 3138;2.1.A;2-1;BURE;;1;
10835;BP 4222;2.1.A;2-1;BURE;170;11;
10836;BP 4226;2.1.A;2-1;BURE;100;3;
10837;BP 4234;2.1.A;2-1;BURE;100;3;
10869;INR 015;2.3.A;2-3;BURE;3200;34;
10871;INR 117;2.1.A;2-1;BURE;100;3;
10873;INR 321;2.1.A;2-1;BURE;300;3;
10874;INR 327;2.1.A;2-1;BURE;;2;
10875;INR 329;2.1.A;2-1;BURE;250;3;
10895;ELB 111;2.1.A;2-1;BURE;130;3;
10901;AAB 0 03;2.1.A;2-1;BURE;100;2;
10907;AAC 0 34;2.1.A;2-1;BURE;100;1;
10918;AI 1112;3.5.0;3-5;LABO;990;18;
10919;AI 1116;3.5.0;3-5;LABO;1075;13;
10932;AI 2104;2.1.A;2-1;BURE;100;1;
10934;AI 2106;3.5.0;3-5;LABO;250;3;
10935;AI 2108;3.5.0;3-5;LABO;625;12;
10936;AI 2110;3.5.0;3-5;LABO;255;4;
10937;AI 2206;3.5.F;3-5;LABO;300;5;
11023;ODY 2 05;2.1.A;2-1;BURE;100;2;
11057;ODY 3 18;2.1.A;2-1;BURE;160;5;
11099;ODY 1 03;2.1.A;2-1;BURE;50;2;
11109;ODY 1 15;2.1.A;2-1;BURE;150;3;
11110;ODY 1 16;2.1.A;2-1;BURE;140;6;
11111;ODY 1 17;2.1.A;2-1;BURE;200;3;
11112;ODY 1 19;2.1.A;2-1;BURE;100;1;
11119;ODY 2 02;2.1.A;2-1;BURE;90;2;
11121;ODY 2 04;2.1.A;2-1;BURE;70;1;
11140;ODY 3 01;2.1.A;2-1;BURE;100;1;
11141;ODY 3 02;2.1.A;2-1;BURE;100;2;
11142;ODY 3 03;2.1.A;2-1;BURE;100;3;
11143;ODY 3 04;2.1.A;2-1;BURE;100;4;
11153;ODY 3 16;2.1.A;2-1;BURE;220;9;
11154;ODY 3 17;2.1.A;2-1;BURE;200;4;
11173;ODY 4 16;2.2.A;2-2;BURE;900;9;
11194;BCH 3101;2.1.A;2-1;BURE;100;1;
11195;BCH 3102;2.1.A;2-1;BURE;100;1;
11196;BCH 3103;2.1.A;2-1;BURE;100;1;
11197;BCH 3104;2.1.A;2-1;BURE;140;2;
11207;BCH 4104;2.1.A;2-1;BURE;;2;
11208;BCH 4105;2.1.A;2-1;BURE;;1;
11240;BSP 118.1;3.2.A;3-2;LABO;400;5;
11245;BSP 120;3.4.A;3-4;LABO;50;2;
11275;BSP 210;3.2.A;3-2;LABO;100;2;
11279;BSP 213;3.2.A;3-2;LABO;100;1;
11285;BSP 218;2.2.A;2-2;BURE;100;2;
11299;BSP 225;3.4.B;3-4;LABO;100;1;
11310;BSP 239;3.4.B;3-4;LABO;100;1;
11318;BSP 247;3.4.B;3-4;LABO;200;5;
11332;BSP 311;2.1.A;2-1;BURE;;3;
11333;BSP 312;2.1.A;2-1;BURE;300;3;
11334;BSP 313;2.1.A;2-1;BURE;;1;
11341;BSP 408;2.1.A;2-1;BURE;100;2;
11342;BSP 409;2.1.A;2-1;BURE;100;2;
11343;BSP 410;2.1.A;2-1;BURE;90;4;
11344;BSP 411;2.1.A;2-1;BURE;150;2;
11346;BSP 413;2.1.A;2-1;BURE;300;3;
11347;BSP 414;2.1.A;2-1;BURE;100;1;
11348;BSP 415;2.1.A;2-1;BURE;100;2;
11349;BSP 416;2.1.A;2-1;BURE;200;2;
11350;BSP 417;2.1.A;2-1;BURE;320;6;
11351;BSP 419;2.1.A;2-1;BURE;200;2;
11353;BSP 421;2.1.A;2-1;BURE;;1;
11354;BSP 422;2.1.A;2-1;BURE;200;3;
11355;BSP 423;2.1.A;2-1;BURE;240;4;
11357;BSP 425;2.1.A;2-1;BURE;300;3;
11358;BSP 426;2.1.A;2-1;BURE;40;1;
11359;BSP 427;2.1.A;2-1;BURE;100;2;
11360;BSP 428;2.1.A;2-1;BURE;300;3;
11362;BSP 429.1;2.1.A;2-1;BURE;100;5;
11374;BSP 515;2.1.A;2-1;BURE;;1;
11375;BSP 516;2.1.A;2-1;BURE;35;2;
11379;BSP 520;2.1.A;2-1;BURE;;2;
11380;BSP 521;2.1.A;2-1;BURE;100;4;
11381;BSP 522;3.2.B;3-2;LABO;;1;
11382;BSP 523;3.2.B;3-2;LABO;50;1;
11385;BSP 527;3.2.B;3-2;LABO;200;2;
11386;BSP 528;3.2.B;3-2;LABO;100;1;
11387;BSP 529;2.1.A;2-1;BURE;100;2;
11388;BSP 530;2.1.A;2-1;BURE;90;1;
11391;BSP 608;2.1.A;2-1;BURE;100;3;
11394;BSP 611;2.1.A;2-1;BURE;100;1;
11395;BSP 612;2.1.A;2-1;BURE;300;4;
11397;BSP 613.1;2.1.A;2-1;BURE;300;5;
11398;BSP 613.2;2.1.A;2-1;BURE;100;3;
11399;BSP 613.3;2.1.A;2-1;BURE;100;2;
11403;BSP 614.3;2.1.A;2-1;BURE;;3;
11404;BSP 614.4;2.1.A;2-1;BURE;100;1;
11405;BSP 615;2.1.A;2-1;BURE;100;1;
11406;BSP 616;2.1.A;2-1;BURE;100;3;
11407;BSP 617;2.1.A;2-1;BURE;200;2;
11408;BSP 618;2.1.A;2-1;BURE;100;1;
11409;BSP 619;2.1.A;2-1;BURE;150;4;
11411;BSP 621;2.1.A;2-1;BURE;200;2;
11412;BSP 622;2.1.A;2-1;BURE;100;2;
11413;BSP 623;2.1.A;2-1;BURE;100;2;
11414;BSP 624;2.1.A;2-1;BURE;100;2;
11415;BSP 625;2.1.A;2-1;BURE;300;3;
11424;BSP 713.2;2.1.A;2-1;BURE;;2;
11425;BSP 713.3;2.2.A;2-2;BURE;1000;10;
11426;BSP 714;2.1.A;2-1;BURE;100;3;
11427;BSP 715;2.1.A;2-1;BURE;100;2;
11428;BSP 717;2.1.A;2-1;BURE;100;1;
11429;BSP 718;2.1.A;2-1;BURE;100;1;
11430;BSP 719;2.1.A;2-1;BURE;130;2;
11431;BSP 720;2.1.A;2-1;BURE;120;9;
11432;BSP 721;2.1.A;2-1;BURE;200;2;
11433;BSP 722;2.1.A;2-1;BURE;180;2;
11434;BSP 723;2.1.A;2-1;BURE;100;1;
11435;BSP 724;2.1.A;2-1;BURE;100;3;
11436;BSP 725;2.1.A;2-1;BURE;200;2;
11437;BSP 726;2.1.A;2-1;BURE;100;2;
11439;BCH 3105;2.1.A;2-1;BURE;100;1;
11448;AAB 0 46;2.1.A;2-1;BURE;200;2;
11449;AAB 0 42;2.1.A;2-1;BURE;200;2;
11450;AAB 0 40;2.1.A;2-1;BURE;100;2;
11453;AAB 0 43;2.1.A;2-1;BURE;250;3;
11454;AAB 0 41;2.1.A;2-1;BURE;200;3;
11455;AAB 0 39;2.1.A;2-1;BURE;200;2;
11456;CE 0 212;2.2.A;2-2;BURE;200;2;
11487;AU -2 8098;2.1.A;2-1;BURE;50;2;
11497;BS 252;2.1.A;2-1;BURE;130;2;
11499;ME B2 350;2.1.A;2-1;BURE;100;3;
11502;ODY 1 01 A;2.1.A;2-1;BURE;100;4;
11503;ODY 1 01 B;2.1.A;2-1;BURE;100;3;
11504;ODY 2 01 A;2.1.A;2-1;BURE;100;2;
11505;ODY 2 01 B;2.1.A;2-1;BURE;100;2;
11508;ODY 2 15;2.2.A;2-2;BURE;160;2;
11509;ODY 2 17;2.1.A;2-1;BURE;200;2;
11510;ODY 2 18;2.2.A;2-2;BURE;300;7;
11511;ODY 3 15;2.1.A;2-1;BURE;100;1;
11512;ODY 4 15;2.2.A;2-2;BURE;550;7;
11519;MXH 130;2.2.A;2-2;BURE;860;10;
11520;MXD 220;2.1.A;2-1;BURE;200;3;
11542;BP 4238;2.1.A;2-1;BURE;365;4;
11548;ME C3 397;2.8.A;2-8;BURE;200;2;
11552;PH C2 444;2.1.A;2-1;BURE;;3;
11557;BP 4123;2.1.A;2-1;BURE;315;4;
11569;BSP 309;2.1.A;2-1;BURE;100;5;
12013;INM 016;3.2.0;3-2;LABO;;1;
12016;AI 3133;3.5.P1;3-5;LABO;1010;16;
12018;AI 3131;3.5.P1;3-5;LABO;300;9;
12019;AI 3127;3.5.P1;3-5;LABO;540;10;
12025;AI 3229;2.1.A;2-1;BURE;250;3;
12028;AI 3232;3.5.0;3-5;LABO;100;1;
12035;AI 3208;2.1.A;2-1;BURE;110;2;
12036;AI 3209;3.5.LB3;3-5;LABO;200;3;
12037;AI 3211;2.1.A;2-1;BURE;100;3;
12038;AI 3210;3.5.0;3-5;LABO;50;2;
12044;AI 3217;3.5.L;3-5;LABO;;1;
12049;AI 3110;3.5.L4;3-5;LABO;245;3;
12051;AI 3114;3.5.0;3-5;LABO;400;5;
12089;CH H0 495;3.2.A;3-2;LABO;100;1;
12093;BC 132;2.1.A;2-1;BURE;200;2;
12094;BC 128;2.1.A;2-1;BURE;100;1;
12095;BC 126;2.1.A;2-1;BURE;100;4;
12096;BC 124;2.1.A;2-1;BURE;100;3;
12097;BC 122;2.1.A;2-1;BURE;200;2;
12098;BC 120;2.1.A;2-1;BURE;100;2;
12099;BC 118;2.1.A;2-1;BURE;200;2;
12102;BC 110;2.1.A;2-1;BURE;50;2;
12104;BC 108;2.1.A;2-1;BURE;100;2;
12105;BC 107;2.1.A;2-1;BURE;100;1;
12106;BC 106;2.1.A;2-1;BURE;100;2;
12107;BC 105;2.1.A;2-1;BURE;0;2;
12108;BC 104;2.1.A;2-1;BURE;100;2;
12109;BC 103;2.1.A;2-1;BURE;100;1;
12110;BC 102;2.1.A;2-1;BURE;100;1;
12111;BC 101;2.1.A;2-1;BURE;100;3;
12113;BC 140;2.1.A;2-1;BURE;100;3;
12114;BC 141;2.1.A;2-1;BURE;150;2;
12115;BC 142;2.1.A;2-1;BURE;50;1;
12116;BC 143;2.1.A;2-1;BURE;200;3;
12117;BC 144;2.1.A;2-1;BURE;150;4;
12118;BC 145;2.1.A;2-1;BURE;180;2;
12119;BC 146;2.1.A;2-1;BURE;150;2;
12120;BC 147;2.1.A;2-1;BURE;200;2;
12121;BC 148;2.1.A;2-1;BURE;100;1;
12122;BC 149;2.1.A;2-1;BURE;80;2;
12123;BC 150;2.1.A;2-1;BURE;200;2;
12125;BC 156;2.1.A;2-1;BURE;200;2;
12126;BC 158;2.1.A;2-1;BURE;100;1;
12127;BC 160;2.1.A;2-1;BURE;100;1;
12128;BC 162;2.1.A;2-1;BURE;100;1;
12129;BC 164;2.1.A;2-1;BURE;100;2;
12130;BC 166;2.1.A;2-1;BURE;100;1;
12131;BC 168;2.1.A;2-1;BURE;100;1;
12134;BC 121;3.2.0;3-2;LABO;300;4;
12135;BC 117;3.2.0;3-2;LABO;200;2;
12139;BC 167;2.2.A;2-2;BURE;550;6;
12142;CH H5 575;2.1.A;2-1;BURE;60;2;
12148;AN 0 104;9.1.A;9-1;DIVE;250;3;
12160;PH C3 414;2.1.A;2-1;BURE;160;4;
12161;PH B2 392;2.1.A;2-1;BURE;30;2;
12223;BC 045;2.1.A;2-1;BURE;100;1;
12224;BC 046;2.1.A;2-1;BURE;100;1;
12225;BC 047;2.1.A;2-1;BURE;200;2;
12226;BC 048;2.1.A;2-1;BURE;200;2;
12289;GC A1 391;2.1.A;2-1;BURE;100;1;
12308;BC 402;2.3.A;2-3;BURE;80;1;
12309;BC 403;2.1.A;2-1;BURE;100;7;
12310;BC 404;2.1.A;2-1;BURE;100;2;
12311;BC 405;2.1.A;2-1;BURE;100;1;
12312;BC 406;2.1.A;2-1;BURE;100;1;
12313;BC 407;2.1.A;2-1;BURE;80;1;
12328;BC 463;3.8.A;3-8;LABO;;1;
12329;BC 114;2.1.A;2-1;BURE;150;2;
12330;BC 130;2.1.A;2-1;BURE;100;1;
12331;BC 154;2.1.A;2-1;BURE;;1;
12332;BC 170;2.1.A;2-1;BURE;100;4;
12339;BC 470;1.4.B;1-4;LSOC;100;1;
12340;BC 232;2.1.A;2-1;BURE;200;2;
12341;BC 228;2.1.A;2-1;BURE;200;2;
12342;BC 226;2.1.A;2-1;BURE;100;2;
12343;BC 224;2.1.A;2-1;BURE;100;5;
12344;BC 222;2.1.A;2-1;BURE;60;3;
12345;BC 220;2.1.A;2-1;BURE;100;1;
12346;BC 218;2.1.A;2-1;BURE;200;2;
12347;BC 216;2.1.A;2-1;BURE;100;1;
12348;BC 212;2.1.A;2-1;BURE;50;1;
12349;BC 210;2.1.A;2-1;BURE;200;2;
12350;BC 209;2.1.A;2-1;BURE;100;2;
12351;BC 208;2.1.A;2-1;BURE;100;2;
12352;BC 207;2.1.A;2-1;BURE;100;2;
12353;BC 206;2.1.A;2-1;BURE;200;2;
12354;BC 205;2.1.A;2-1;BURE;100;2;
12355;BC 204;2.1.A;2-1;BURE;100;2;
12356;BC 203;2.1.A;2-1;BURE;200;2;
12357;BC 202;2.1.A;2-1;BURE;100;1;
12358;BC 201;2.1.A;2-1;BURE;200;2;
12359;BC 200;2.1.A;2-1;BURE;150;2;
12360;BC 240;2.1.A;2-1;BURE;50;1;
12361;BC 241;2.1.A;2-1;BURE;200;2;
12362;BC 242;2.1.A;2-1;BURE;150;2;
12363;BC 243;2.1.A;2-1;BURE;200;2;
12364;BC 244;2.1.A;2-1;BURE;200;2;
12365;BC 245;2.1.A;2-1;BURE;100;1;
12367;BC 247;2.1.A;2-1;BURE;100;3;
12368;BC 248;2.1.A;2-1;BURE;100;1;
12370;BC 250;2.1.A;2-1;BURE;80;1;
12372;BC 256;2.1.A;2-1;BURE;200;3;
12373;BC 258;2.1.A;2-1;BURE;200;2;
12374;BC 260;2.1.A;2-1;BURE;100;2;
12375;BC 262;2.1.A;2-1;BURE;100;6;
12376;BC 264;2.1.A;2-1;BURE;107;6;
12377;BC 266;2.1.A;2-1;BURE;200;2;
12378;BC 268;2.1.A;2-1;BURE;90;10;
12381;BC 221;3.4.I;3-4;LABO;100;4;
12576;BC 214;2.1.A;2-1;BURE;200;2;
12577;BC 230;2.1.A;2-1;BURE;150;2;
12578;BC 254;2.1.A;2-1;BURE;200;3;
12579;BC 270;2.1.A;2-1;BURE;120;11;
12585;BC 332;2.1.A;2-1;BURE;100;1;
12586;BC 328;2.1.A;2-1;BURE;100;1;
12587;BC 326;2.1.A;2-1;BURE;70;4;
12588;BC 324;2.1.A;2-1;BURE;200;3;
12589;BC 322;2.1.A;2-1;BURE;200;2;
12590;BC 320;2.1.A;2-1;BURE;200;2;
12591;BC 318;2.1.A;2-1;BURE;200;2;
12592;BC 316;2.1.A;2-1;BURE;200;2;
12593;BC 312;2.1.A;2-1;BURE;200;2;
12594;BC 310;2.1.A;2-1;BURE;100;2;
12595;BC 309;2.1.A;2-1;BURE;80;3;
12596;BC 308;2.1.A;2-1;BURE;100;2;
12597;BC 307;2.1.A;2-1;BURE;200;2;
12598;BC 306;2.1.A;2-1;BURE;100;1;
12599;BC 305;2.1.A;2-1;BURE;200;2;
12601;BC 303;2.1.A;2-1;BURE;200;2;
12602;BC 302;2.1.A;2-1;BURE;100;2;
12603;BC 301;2.1.A;2-1;BURE;300;3;
