ID_UNIQUE_ESP;X_CODE_PORTE_ESP;X_DIN_UTIL;X_ABR_T_ESP_DIN;X_ABR_CODE_CUS;N_TAUX_ACTIVITE_SAP;N_NB_PERSONNES
4350;INR 132;2.1.A;2-1;BURE;100;4;
4351;INR 133;2.1.A;2-1;BURE;90;3;
4352;INR 134;2.1.A;2-1;BURE;100;4;
4353;INR 135;2.1.A;2-1;BURE;90;5;
4354;INR 136;2.1.A;2-1;BURE;200;2;
4355;INR 137;2.1.A;2-1;BURE;90;3;
4356;INR 138;2.1.A;2-1;BURE;200;2;
4357;INR 139;2.1.A;2-1;BURE;50;1;
4358;INR 140;2.1.A;2-1;BURE;100;1;
4375;INR 210;2.1.A;2-1;BURE;;1;
4376;INR 211;2.1.A;2-1;BURE;50;2;
4379;INR 218;3.4.I;3-4;LABO;80;5;
4382;INR 230;2.1.A;2-1;BURE;100;1;
4383;INR 231;2.1.A;2-1;BURE;30;1;
4384;INR 232;2.1.A;2-1;BURE;100;2;
4385;INR 233;2.1.A;2-1;BURE;;1;
4386;INR 234;2.1.A;2-1;BURE;100;1;
4387;INR 235;2.1.A;2-1;BURE;100;3;
4388;INR 236;2.1.A;2-1;BURE;200;2;
4389;INR 237;2.1.A;2-1;BURE;100;1;
4390;INR 238;2.1.A;2-1;BURE;100;1;
4391;INR 239;2.1.A;2-1;BURE;100;1;
4392;INR 240;2.1.A;2-1;BURE;200;2;
4393;INR 241;2.1.A;2-1;BURE;50;3;
4408;INR 310;2.1.A;2-1;BURE;100;2;
4409;INR 311;2.1.A;2-1;BURE;200;2;
4410;INR 312;2.1.A;2-1;BURE;100;2;
4411;INR 313;2.1.A;2-1;BURE;150;3;
4412;INR 314;2.1.A;2-1;BURE;100;3;
4413;INR 315;2.1.A;2-1;BURE;200;3;
4414;INR 316;2.1.A;2-1;BURE;200;2;
4415;INR 317;2.1.A;2-1;BURE;150;2;
4416;INR 318;2.1.A;2-1;BURE;100;2;
4417;INR 319;2.1.A;2-1;BURE;100;1;
4419;INR 326;2.1.A;2-1;BURE;50;1;
4420;INR 328;2.1.A;2-1;BURE;125;3;
4453;LE 0 01;2.1.A;2-1;BURE;155;2;
4454;LE 0 02;2.1.A;2-1;BURE;50;1;
4456;LE 0 03;2.1.A;2-1;BURE;;2;
4457;LE 0 04;2.1.A;2-1;BURE;150;3;
4458;LE 0 05;3.2.0;3-2;LABO;100;1;
4471;LE 1 101;2.1.A;2-1;BURE;130;5;
4472;LE 1 102;2.1.A;2-1;BURE;300;3;
4473;LE 1 103;2.1.A;2-1;BURE;100;2;
4474;LE 1 104;2.1.A;2-1;BURE;100;1;
4475;LE 1 105;2.1.B;2-1;BURE;50;1;
4476;LE 1 106;2.1.B;2-1;BURE;25;1;
4484;LE 2 200;2.1.A;2-1;BURE;100;2;
4485;LE 2 201;2.1.A;2-1;BURE;75;1;
4486;LE 2 202;2.1.A;2-1;BURE;100;3;
4487;LE 2 203;2.1.A;2-1;BURE;100;2;
4488;LE 2 204;2.1.A;2-1;BURE;100;1;
4516;MA A0 380;2.1.A;2-1;BURE;180;2;
4517;MA A0 388;2.5.B;2-5;BURE;100;1;
4518;MA A0 389;2.1.A;2-1;BURE;100;1;
4519;MA A0 390;2.1.A;2-1;BURE;100;1;
4520;MA A0 392;2.1.A;2-1;BURE;160;3;
4521;MA A0 393;2.5.A;2-5;BURE;80;1;
4523;MA A0 399;2.1.A;2-1;BURE;100;1;
4524;MA A0 400;2.1.A;2-1;BURE;100;1;
4525;MA A0 409;2.1.A;2-1;BURE;100;1;
4526;MA A0 410;2.1.A;2-1;BURE;100;2;
4528;MA A0 419;2.1.A;2-1;BURE;75;1;
4545;MA A1 344;2.1.A;2-1;BURE;275;3;
4546;MA A1 345;2.1.A;2-1;BURE;100;3;
4547;MA A1 354;2.1.A;2-1;BURE;;3;
4548;MA A1 355;2.1.A;2-1;BURE;;3;
4549;MA A1 364;2.1.A;2-1;BURE;100;1;
4550;MA A1 365;2.1.A;2-1;BURE;200;3;
4551;MA A1 413;2.1.A;2-1;BURE;200;2;
4552;MA A1 417;2.1.A;2-1;BURE;;5;
4564;MA A2 383;2.1.A;2-1;BURE;100;3;
4565;MA A2 387;2.1.A;2-1;BURE;200;2;
4566;MA A2 393;2.1.A;2-1;BURE;;1;
4567;MA A2 397;2.1.A;2-1;BURE;100;2;
4569;MA A2 407;2.1.A;2-1;BURE;;1;
4570;MA A2 413;2.1.A;2-1;BURE;100;1;
4571;MA A2 417;2.1.A;2-1;BURE;;3;
4595;MA B0 422;2.1.A;2-1;BURE;180;2;
4602;MA B0 442;2.1.A;2-1;BURE;100;2;
4606;MA B0 452;2.1.A;2-1;BURE;200;2;
4610;MA B0 460;2.1.A;2-1;BURE;100;1;
4614;MA B0 469;2.1.A;2-1;BURE;100;1;
4615;MA B0 470;2.1.A;2-1;BURE;200;2;
4616;MA B0 480;2.1.A;2-1;BURE;200;2;
4618;MA B0 489;2.1.A;2-1;BURE;100;1;
4619;MA B0 490;2.1.A;2-1;BURE;300;3;
4620;MA B0 502;2.1.A;2-1;BURE;200;2;
4626;MA B0 509;2.1.A;2-1;BURE;200;2;
4627;MA B0 512;2.1.A;2-1;BURE;80;1;
4628;MA B0 519;2.1.A;2-1;BURE;200;2;
4629;MA B0 522;2.1.A;2-1;BURE;100;1;
4630;MA B0 529;2.1.A;2-1;BURE;300;3;
4631;MA B0 532;2.1.A;2-1;BURE;100;1;
4632;MA B0 539;2.1.A;2-1;BURE;200;2;
4639;MA B1 423;2.1.A;2-1;BURE;100;1;
4640;MA B1 427;2.1.A;2-1;BURE;100;2;
4641;MA B1 433;2.1.A;2-1;BURE;200;2;
4642;MA B1 437;2.1.A;2-1;BURE;100;1;
4643;MA B1 443;2.1.A;2-1;BURE;200;2;
4644;MA B1 447;2.1.A;2-1;BURE;200;2;
4645;MA B1 453;2.1.A;2-1;BURE;100;1;
4646;MA B1 457;2.1.A;2-1;BURE;170;2;
4647;MA B1 463;2.1.A;2-1;BURE;100;1;
4648;MA B1 467;2.1.A;2-1;BURE;200;2;
4649;MA B1 473;2.1.A;2-1;BURE;100;1;
4651;MA B1 477;2.1.A;2-1;BURE;200;2;
4652;MA B1 483;2.1.A;2-1;BURE;50;2;
4655;MA B1 487;2.1.A;2-1;BURE;300;3;
4656;MA B1 493;2.1.A;2-1;BURE;300;3;
4657;MA B1 497;2.1.A;2-1;BURE;100;2;
4658;MA B1 503;2.1.A;2-1;BURE;100;3;
4661;MA B1 507;2.1.A;2-1;BURE;120;5;
4662;MA B1 513;2.1.A;2-1;BURE;150;2;
4663;MA B1 517;2.1.A;2-1;BURE;100;2;
4664;MA B1 523;2.1.A;2-1;BURE;200;2;
4666;MA B1 527;2.1.A;2-1;BURE;100;1;
4667;MA B1 533;2.1.A;2-1;BURE;200;2;
4668;MA B1 537;2.1.A;2-1;BURE;100;1;
4672;MA B2 424;2.1.A;2-1;BURE;115;4;
4673;MA B2 425;2.1.A;2-1;BURE;180;4;
4674;MA B2 434;2.1.A;2-1;BURE;150;2;
4675;MA B2 444;2.1.A;2-1;BURE;100;2;
4676;MA B2 445;2.1.A;2-1;BURE;150;2;
4677;MA B2 454;2.1.A;2-1;BURE;200;4;
4678;MA B2 455;2.1.A;2-1;BURE;100;3;
4679;MA B2 463;2.1.A;2-1;BURE;100;1;
4680;MA B2 467;2.1.A;2-1;BURE;200;3;
4685;MA B2 483;2.1.A;2-1;BURE;100;1;
4688;MA B2 487;2.1.A;2-1;BURE;100;2;
4689;MA B2 493;2.1.A;2-1;BURE;100;3;
4690;MA B2 497;2.1.A;2-1;BURE;100;1;
4691;MA B2 504;2.1.A;2-1;BURE;50;3;
4693;MA B2 514;2.1.A;2-1;BURE;100;2;
4694;MA B2 515;2.1.A;2-1;BURE;90;3;
4695;MA B2 524;2.1.A;2-1;BURE;200;4;
4696;MA B2 525;2.1.A;2-1;BURE;250;3;
4697;MA B2 534;2.1.A;2-1;BURE;100;3;
4698;MA B2 535;2.1.A;2-1;BURE;100;1;
4737;MA C0 540;2.1.A;2-1;BURE;200;2;
4739;MA C0 550;2.1.A;2-1;BURE;100;1;
4741;MA C0 560;2.1.A;2-1;BURE;80;1;
4742;MA C0 570;2.1.A;2-1;BURE;300;3;
4745;MA C0 582;2.1.A;2-1;BURE;100;1;
4749;MA C0 592;2.1.A;2-1;BURE;100;1;
4750;MA C0 599;2.1.A;2-1;BURE;180;2;
4751;MA C0 602;2.1.A;2-1;BURE;390;4;
4753;MA C0 605;3.2.0;3-2;LABO;;3;
4754;MA C0 609;2.1.A;2-1;BURE;100;1;
4756;MA C0 619;2.1.A;2-1;BURE;100;1;
4759;MA C0 629;2.1.A;2-1;BURE;100;1;
4763;MA C0 644;2.1.A;2-1;BURE;100;1;
4764;MA C0 645;2.1.A;2-1;BURE;200;2;
4765;MA C0 646;2.1.A;2-1;BURE;100;1;
4766;MA C0 647;2.1.A;2-1;BURE;100;1;
4793;MA C1 543;2.1.A;2-1;BURE;190;7;
4794;MA C1 547;2.1.A;2-1;BURE;100;1;
4796;MA C1 557;2.1.A;2-1;BURE;100;1;
4797;MA C1 563;2.1.A;2-1;BURE;200;2;
4798;MA C1 567;2.1.A;2-1;BURE;100;1;
4799;MA C1 573;2.1.A;2-1;BURE;100;4;
4801;MA C1 577;2.1.A;2-1;BURE;100;3;
4802;MA C1 582;2.1.A;2-1;BURE;100;1;
4803;MA C1 585;2.1.A;2-1;BURE;100;2;
4804;MA C1 592;2.1.A;2-1;BURE;60;1;
4806;MA C1 595;2.1.A;2-1;BURE;100;2;
4807;MA C1 602;2.1.A;2-1;BURE;100;1;
4808;MA C1 605;2.1.A;2-1;BURE;200;2;
4809;MA C1 612;2.1.A;2-1;BURE;100;1;
4810;MA C1 615;2.1.A;2-1;BURE;200;2;
4811;MA C1 622;2.1.A;2-1;BURE;100;2;
4812;MA C1 627;2.1.A;2-1;BURE;190;5;
4813;MA C1 632;2.1.A;2-1;BURE;200;4;
4815;MA C1 637;2.1.A;2-1;BURE;100;1;
4816;MA C1 642;2.1.A;2-1;BURE;160;4;
4817;MA C1 643;2.1.A;2-1;BURE;100;1;
4818;MA C1 644;2.1.A;2-1;BURE;190;4;
4820;MA C1 646;2.1.A;2-1;BURE;110;3;
4821;MA C1 647;2.1.A;2-1;BURE;100;1;
4822;MA C1 652;2.1.A;2-1;BURE;200;3;
4823;MA C1 657;2.1.A;2-1;BURE;190;6;
4842;MA C2 543;2.1.A;2-1;BURE;45;1;
4843;MA C2 547;2.1.A;2-1;BURE;130;2;
4844;MA C2 553;2.1.A;2-1;BURE;90;2;
4845;MA C2 557;2.1.A;2-1;BURE;130;2;
4846;MA C2 563;2.1.A;2-1;BURE;200;2;
4847;MA C2 567;2.1.A;2-1;BURE;200;5;
4848;MA C2 573;2.1.A;2-1;BURE;100;2;
4850;MA C2 577;2.1.A;2-1;BURE;200;2;
4851;MA C2 584;2.1.A;2-1;BURE;100;2;
4852;MA C2 585;2.1.A;2-1;BURE;130;3;
4853;MA C2 594;2.1.A;2-1;BURE;75;4;
4854;MA C2 595;2.1.A;2-1;BURE;200;2;
4855;MA C2 604;2.1.A;2-1;BURE;100;1;
4856;MA C2 605;2.1.A;2-1;BURE;100;2;
4857;MA C2 614;2.1.A;2-1;BURE;200;2;
4858;MA C2 615;2.1.A;2-1;BURE;100;1;
4859;MA C2 627;2.1.A;2-1;BURE;100;3;
4860;MA C2 632;2.1.A;2-1;BURE;100;2;
4862;MA C2 637;2.1.A;2-1;BURE;70;4;
4864;MA C2 643;2.1.A;2-1;BURE;180;3;
4865;MA C2 644;2.1.A;2-1;BURE;200;2;
4866;MA C2 645;2.1.A;2-1;BURE;100;2;
4867;MA C2 646;2.1.A;2-1;BURE;200;2;
4868;MA C2 647;2.1.A;2-1;BURE;100;1;
4870;MA C2 657;2.1.A;2-1;BURE;100;2;
4888;MA C3 534;2.1.A;2-1;BURE;100;1;
4889;MA C3 535;2.1.A;2-1;BURE;80;2;
4890;MA C3 545;2.1.A;2-1;BURE;;3;
4891;MA C3 575;2.1.A;2-1;BURE;200;2;
4892;MA C3 584;2.1.A;2-1;BURE;350;4;
4893;MA C3 585;2.1.A;2-1;BURE;200;2;
4894;MA C3 594;2.1.A;2-1;BURE;100;3;
4895;MA C3 595;2.1.A;2-1;BURE;200;2;
4896;MA C3 604;2.1.A;2-1;BURE;325;5;
4897;MA C3 605;2.1.A;2-1;BURE;200;3;
4898;MA C3 615;2.1.A;2-1;BURE;35;1;
4899;MA C3 625;2.1.A;2-1;BURE;100;2;
4901;MA C3 635;2.1.A;2-1;BURE;100;3;
4918;ME A3 30;2.1.A;2-1;BURE;490;6;
4919;ME A3 31;2.3.A;2-3;BURE;100;1;
4921;ME A0 394;5.3.G;5-3;SACO;350;5;
4922;ME A0 395;2.7.A;2-7;BURE;100;1;
4941;ME A1 380;2.1.A;2-1;BURE;300;3;
4942;ME A1 381;2.1.A;2-1;BURE;;1;
4943;ME A1 382;2.1.A;2-1;BURE;150;2;
4944;ME A1 383;2.1.A;2-1;BURE;100;2;
4945;ME A1 391;2.1.A;2-1;BURE;200;2;
4946;ME A1 392;2.1.A;2-1;BURE;100;2;
4947;ME A1 393;2.1.A;2-1;BURE;200;4;
4948;ME A1 394;2.1.A;2-1;BURE;100;2;
4949;ME A1 395;2.1.A;2-1;BURE;100;2;
4950;ME A1 396;2.1.A;2-1;BURE;100;2;
4951;ME A1 397;2.1.A;2-1;BURE;100;4;
4953;ME A1 400;2.1.A;2-1;BURE;110;2;
4954;ME A1 401;2.1.A;2-1;BURE;100;3;
4955;ME A1 402;2.1.A;2-1;BURE;120;4;
4956;ME A1 403;2.1.A;2-1;BURE;100;2;
4957;ME A1 407;2.1.A;2-1;BURE;200;3;
4959;ME A1 408;2.1.A;2-1;BURE;100;2;
4965;ME A2 390;2.1.A;2-1;BURE;100;2;
4966;ME A2 391;2.1.A;2-1;BURE;200;3;
4967;ME A2 392;2.1.A;2-1;BURE;100;3;
4968;ME A2 393;2.1.A;2-1;BURE;200;4;
4969;ME A2 394;2.1.A;2-1;BURE;100;3;
4970;ME A2 395;2.1.A;2-1;BURE;200;3;
4971;ME A2 396;2.1.A;2-1;BURE;275;5;
4972;ME A2 397;2.1.A;2-1;BURE;50;5;
4973;ME A2 398;2.1.A;2-1;BURE;0;5;
4974;ME A2 399;2.1.A;2-1;BURE;200;3;
4975;ME A2 400;2.1.A;2-1;BURE;200;2;
4976;ME A2 401;2.1.A;2-1;BURE;100;1;
4977;ME A2 402;2.1.A;2-1;BURE;200;3;
4979;ME A2 407;2.1.A;2-1;BURE;120;3;
4980;ME A2 408;2.1.A;2-1;BURE;200;2;
4981;ME A2 409;2.1.A;2-1;BURE;380;4;
4982;ME A2 424;2.1.A;2-1;BURE;150;4;
4983;ME A2 425;2.1.A;2-1;BURE;300;5;
4984;ME A2 434;2.1.B;2-1;BURE;85;7;
4985;ME A2 435;2.1.A;2-1;BURE;50;3;
4986;ME A2 444;2.1.A;2-1;BURE;100;3;
4987;ME A2 445;2.1.A;2-1;BURE;200;4;
4988;ME A2 454;2.1.A;2-1;BURE;100;1;
4989;ME A2 455;2.1.A;2-1;BURE;200;2;
5008;ME A3 393;2.1.A;2-1;BURE;100;2;
5009;ME A3 394;2.1.A;2-1;BURE;200;2;
5010;ME A3 395;2.1.A;2-1;BURE;230;5;
5016;ME A3 434;2.1.A;2-1;BURE;100;1;
5017;ME A3 444;2.1.A;2-1;BURE;400;4;
5018;ME A3 454;2.1.A;2-1;BURE;400;4;
5019;ME A3 455;2.1.A;2-1;BURE;300;3;
5040;ME B3 30;3.3.R;3-3;LABO;570;10;
5060;ME B1 344;2.1.A;2-1;BURE;110;3;
5061;ME B1 345;2.1.A;2-1;BURE;100;3;
5062;ME B1 354;2.1.A;2-1;BURE;100;1;
5063;ME B1 364;2.1.A;2-1;BURE;100;1;
5065;ME B1 374;2.1.A;2-1;BURE;150;2;
5079;ME B2 374;2.1.A;2-1;BURE;60;1;
5080;ME B2 424;2.1.A;2-1;BURE;200;3;
5082;ME B2 434;2.1.A;2-1;BURE;280;3;
5083;ME B2 444;2.1.A;2-1;BURE;100;2;
5084;ME B2 454;2.1.A;2-1;BURE;110;4;
5109;ME B3 424;2.1.A;2-1;BURE;240;3;
5111;ME B3 426;2.1.A;2-1;BURE;;1;
5112;ME B3 434;2.1.A;2-1;BURE;160;5;
5113;ME B3 435;2.2.A;2-2;BURE;250;4;
5114;ME B3 454;2.1.A;2-1;BURE;100;1;
5165;ME C0 402;3.2.0;3-2;LABO;100;1;
5166;ME C0 404A;3.3.R;3-3;LABO;300;3;
5175;ME C1 364;2.1.A;2-1;BURE;100;3;
5176;ME C1 365;2.1.A;2-1;BURE;100;6;
5177;ME C1 374;2.1.A;2-1;BURE;100;2;
5178;ME C1 375;2.1.A;2-1;BURE;200;2;
5179;ME C1 390;2.1.A;2-1;BURE;180;3;
5181;ME C1 392;2.3.E;2-3;BURE;300;3;
5184;ME C1 399;2.1.A;2-1;BURE;200;2;
5185;ME C1 400;2.1.A;2-1;BURE;200;2;
5186;ME C1 401;2.1.A;2-1;BURE;100;2;
5187;ME C1 402;2.1.A;2-1;BURE;150;2;
5189;ME C1 409;2.1.A;2-1;BURE;100;2;
5195;ME C2 374;2.2.A;2-2;BURE;300;3;
5196;ME C2 389;2.1.A;2-1;BURE;80;2;
5197;ME C2 391;2.1.A;2-1;BURE;150;3;
5198;ME C2 392;2.1.A;2-1;BURE;100;1;
5199;ME C2 396;3.3.R;3-3;LABO;600;7;
5201;ME C2 398;2.1.A;2-1;BURE;100;1;
5202;ME C2 399;2.1.A;2-1;BURE;150;4;
5203;ME C2 401;2.1.A;2-1;BURE;300;4;
5206;ME C2 407;2.1.A;2-1;BURE;100;1;
5207;ME C2 408;2.1.A;2-1;BURE;100;1;
5208;ME C2 409;2.1.A;2-1;BURE;200;3;
5209;ME C2 424;3.2.0;3-2;LABO;400;5;
5210;ME C2 425;2.1.A;2-1;BURE;100;2;
5217;ME C3 400;2.2.A;2-2;BURE;100;1;
5340;MXC 036;2.1.A;2-1;BURE;100;4;
5341;MXC 037;2.1.A;2-1;BURE;200;2;
5343;MXC 039;2.1.A;2-1;BURE;200;4;
5373;MXC 114;3.4.A;3-4;LABO;;1;
5374;MXC 115;2.8.A;2-8;BURE;200;4;
5380;MXC 130;2.1.A;2-1;BURE;100;1;
5381;MXC 131;2.1.A;2-1;BURE;40;1;
5382;MXC 132;2.1.A;2-1;BURE;100;6;
5383;MXC 133;2.1.A;2-1;BURE;200;5;
5384;MXC 134;2.1.A;2-1;BURE;140;6;
5385;MXC 135;2.1.A;2-1;BURE;300;4;
5386;MXC 136;5.3.H;5-3;SACO;380;6;
5388;MXC 139;2.1.A;2-1;BURE;100;3;
5418;MXC 210;2.1.A;2-1;BURE;200;2;
5419;MXC 211;3.5.R;3-5;LABO;;1;
5420;MXC 213;3.4.R;3-4;LABO;100;1;
5421;MXC 217;3.4.R;3-4;LABO;100;1;
5425;MXC 230;2.1.A;2-1;BURE;;1;
5426;MXC 231;2.1.A;2-1;BURE;200;4;
5427;MXC 232;2.1.A;2-1;BURE;100;2;
5430;MXC 237;2.1.A;2-1;BURE;100;1;
5431;MXC 238;2.1.A;2-1;BURE;150;2;
5433;MXC 241;2.1.A;2-1;BURE;110;2;
5463;MXC 314;2.1.A;2-1;BURE;200;4;
5465;MXC 317;2.1.A;2-1;BURE;200;2;
5466;MXC 318;2.1.A;2-1;BURE;275;4;
5467;MXC 319;2.1.A;2-1;BURE;165;2;
5469;MXC 330;2.1.A;2-1;BURE;100;3;
5470;MXC 331;2.1.A;2-1;BURE;70;1;
5471;MXC 332;2.1.A;2-1;BURE;400;4;
5472;MXC 334;3.5.R;3-5;LABO;260;6;
5474;MXC 336;2.1.A;2-1;BURE;220;4;
5475;MXC 337;2.1.A;2-1;BURE;100;2;
5476;MXC 339;2.1.A;2-1;BURE;50;1;
5548;MXD 016;2.1.A;2-1;BURE;280;8;
5550;MXD 019;2.1.A;2-1;BURE;200;3;
5551;MXD 020;2.1.A;2-1;BURE;300;3;
5552;MXD 021;2.1.A;2-1;BURE;80;1;
5556;MXD 035;2.1.A;2-1;BURE;300;3;
5557;MXD 036;2.1.A;2-1;BURE;200;3;
5558;MXD 037;2.1.A;2-1;BURE;200;2;
5559;MXD 038;2.1.A;2-1;BURE;200;2;
5560;MXD 039;2.1.A;2-1;BURE;200;2;
5561;MXD 040;2.1.A;2-1;BURE;100;3;
5562;MXD 041;2.1.A;2-1;BURE;200;3;
5589;MXD 110;2.1.A;2-1;BURE;;2;
5591;MXD 112;2.1.A;2-1;BURE;100;5;
5592;MXD 113;2.1.A;2-1;BURE;140;2;
5594;MXD 115;2.1.A;2-1;BURE;200;3;
5598;MXD 120;2.1.A;2-1;BURE;200;5;
5599;MXD 121;2.1.A;2-1;BURE;100;1;
5601;MXD 130;2.1.A;2-1;BURE;;3;
5602;MXD 131;2.1.A;2-1;BURE;200;2;
5603;MXD 132;2.1.A;2-1;BURE;100;3;
5604;MXD 133;2.1.A;2-1;BURE;300;3;
5605;MXD 134;2.1.A;2-1;BURE;300;3;
5606;MXD 135;2.1.A;2-1;BURE;100;4;
5610;MXD 140;2.1.A;2-1;BURE;100;1;
5611;MXD 141;2.1.A;2-1;BURE;80;1;
5634;MXD 210;2.1.A;2-1;BURE;225;5;
5635;MXD 212;2.1.A;2-1;BURE;200;2;
5639;MXD 218;3.5.R;3-5;LABO;250;4;
5643;MXD 230;2.1.A;2-1;BURE;75;2;
5644;MXD 231;2.1.A;2-1;BURE;250;3;
5645;MXD 232;2.1.A;2-1;BURE;150;3;
5648;MXD 236;2.1.A;2-1;BURE;100;1;
5649;MXD 237;2.1.A;2-1;BURE;350;5;
5651;MXD 240;2.1.A;2-1;BURE;100;1;
5686;MXD 332;2.1.A;2-1;BURE;100;3;
5687;MXD 333;2.1.A;2-1;BURE;300;3;
5688;MXD 334;2.1.A;2-1;BURE;;1;
5689;MXD 335;2.1.A;2-1;BURE;150;3;
5690;MXD 336;2.1.A;2-1;BURE;100;2;
5691;MXD 337;2.1.A;2-1;BURE;100;1;
5692;MXD 339;2.1.A;2-1;BURE;;2;
5693;MXD 340;2.1.A;2-1;BURE;100;2;
5694;MXD 341;2.1.A;2-1;BURE;80;1;
5730;MXD 934;3.4.R;3-4;LABO;100;1;
5758;MXE 018;3.2.0;3-2;LABO;100;1;
5760;MXE 021;3.2.0;3-2;LABO;100;1;
5762;MXE 038;3.3.R;3-3;LABO;80;1;
5775;MXE 116;3.2.0;3-2;LABO;100;1;
5780;MXE 121;3.2.0;3-2;LABO;300;4;
5781;MXE 122.1;2.1.A;2-1;BURE;100;1;
5782;MXE 122.2;2.1.A;2-1;BURE;100;1;
5783;MXE 130;4.1.A;4-1;ARCH;100;2;
5810;MXF 010;2.1.A;2-1;BURE;;2;
5811;MXF 011;2.1.A;2-1;BURE;50;4;
5813;MXF 013;2.7.A;2-7;BURE;100;1;
5823;MXF 110;2.1.A;2-1;BURE;120;4;
5824;MXF 111;2.1.A;2-1;BURE;100;2;
5844;MXF 310;2.8.B;2-8;BURE;100;1;
5884;MXG 030;2.1.A;2-1;BURE;100;2;
5885;MXG 031;2.1.A;2-1;BURE;100;3;
5886;MXG 032;2.1.A;2-1;BURE;200;2;
5887;MXG 033;2.1.A;2-1;BURE;456;5;
5888;MXG 034;2.1.A;2-1;BURE;170;5;
5890;MXG 037;2.1.A;2-1;BURE;100;2;
5891;MXG 038;2.1.A;2-1;BURE;200;3;
5892;MXG 039;2.1.A;2-1;BURE;300;3;
5893;MXG 040;2.1.A;2-1;BURE;500;5;
5927;MXG 121;2.1.A;2-1;BURE;200;3;
5929;MXG 133;2.1.A;2-1;BURE;160;2;
5931;MXG 136;2.1.A;2-1;BURE;100;1;
5932;MXG 137;2.1.A;2-1;BURE;200;3;
5933;MXG 138;2.1.A;2-1;BURE;200;3;
5934;MXG 139;2.1.A;2-1;BURE;100;2;
5935;MXG 140;2.1.A;2-1;BURE;250;3;
5936;MXG 141;2.1.A;2-1;BURE;200;3;
5961;MXG 210;2.1.A;2-1;BURE;50;1;
5962;MXG 211;2.1.A;2-1;BURE;150;2;
5967;MXG 216;3.4.R;3-4;LABO;100;2;
5974;MXG 230;2.1.A;2-1;BURE;300;3;
5975;MXG 231;2.1.A;2-1;BURE;80;1;
5976;MXG 232;2.1.A;2-1;BURE;100;4;
5978;MXG 234;2.1.A;2-1;BURE;300;4;
5979;MXG 235;2.1.A;2-1;BURE;200;2;
5980;MXG 236;2.1.A;2-1;BURE;100;5;
5982;MXG 239;2.1.A;2-1;BURE;300;3;
5983;MXG 240;2.1.A;2-1;BURE;100;2;
5984;MXG 241;2.1.A;2-1;BURE;200;3;
6006;MXG 310;3.3.R;3-3;LABO;80;2;
6007;MXG 311;2.1.A;2-1;BURE;0;1;
6010;MXG 315;2.1.A;2-1;BURE;200;2;
6012;MXG 317;2.1.A;2-1;BURE;100;1;
6016;MXG 321;3.5.0;3-5;LABO;400;8;
6018;MXG 330;2.1.A;2-1;BURE;200;2;
6019;MXG 331;2.1.A;2-1;BURE;200;2;
6020;MXG 332;2.1.A;2-1;BURE;100;2;
6021;MXG 333;2.1.A;2-1;BURE;100;1;
6022;MXG 334;2.1.A;2-1;BURE;90;2;
6023;MXG 335;2.1.A;2-1;BURE;50;1;
6024;MXG 336;2.1.A;2-1;BURE;100;1;
6028;MXG 340;2.1.A;2-1;BURE;200;2;
6029;MXG 341;2.1.A;2-1;BURE;90;1;
6097;MXH 031.2;2.1.A;2-1;BURE;100;2;
6098;MXH 031.3;2.1.A;2-1;BURE;100;1;
6126;MXH 143;2.1.A;2-1;BURE;250;3;
6127;MXH 144;2.1.A;2-1;BURE;190;3;
6128;MXH 145;2.1.A;2-1;BURE;200;2;
6129;MXH 146;2.1.A;2-1;BURE;280;4;
6130;MXH 147;2.1.A;2-1;BURE;200;3;
6173;PA B 11;2.1.A;2-1;BURE;;1;
6192;PA B 28;1.2.0;1-2;LSOC;;1;
6231;PA C 3;2.1.B;2-1;BURE;180;4;
6233;PA C 4;2.1.A;2-1;BURE;;2;
6234;PA C 5;2.1.A;2-1;BURE;120;2;
6235;PA C 6;2.1.A;2-1;BURE;80;5;
6275;PB 1;2.1.A;2-1;BURE;100;1;
6276;PB 10;4.2.A;4-2;ARCH;60;2;
6279;PB 13;2.1.A;2-1;BURE;80;4;
6280;PB 14;2.1.A;2-1;BURE;240;4;
6284;PB 17;2.1.A;2-1;BURE;80;1;
6286;PB 19;2.1.A;2-1;BURE;200;2;
6287;PB 2;2.1.A;2-1;BURE;70;1;
6288;PB 20;2.1.A;2-1;BURE;180;2;
6289;PB 3;2.1.A;2-1;BURE;60;1;
6292;PB 6;2.1.A;2-1;BURE;80;1;
6293;PB 7;2.1.A;2-1;BURE;180;3;
6294;PB 8;2.1.A;2-1;BURE;100;1;
6295;PB 9;2.1.A;2-1;BURE;100;3;
6369;PH A0 374;3.2.A;3-2;LABO;600;6;
6371;PH A0 390;3.2.A;3-2;LABO;100;1;
6372;PH A0 392;3.4.A;3-4;LABO;100;1;
6374;PH A0 399;3.2.A;3-2;LABO;100;1;
6391;PH A1 364;2.1.A;2-1;BURE;200;2;
6392;PH A1 365;2.1.A;2-1;BURE;100;3;
6393;PH A1 374;2.1.A;2-1;BURE;100;1;
6394;PH A1 375;2.1.A;2-1;BURE;100;2;
6395;PH A1 382;2.1.A;2-1;BURE;100;1;
6396;PH A1 390;2.1.A;2-1;BURE;100;2;
6397;PH A1 392;2.1.A;2-1;BURE;200;3;
6398;PH A1 397;2.1.A;2-1;BURE;100;1;
6399;PH A1 398;2.1.A;2-1;BURE;300;3;
